LS,0.0014151349
VA,0.0013998007
UM,0.0013838262
PP,0.001365456
UA,0.0013633325
UP,0.0013601248
LU,0.0013518936
GO,0.0013212781
HT,0.0013018588
RU,0.0012832876
UG,0.0012790758
DS,0.0012626067
LT,0.001236371
PI,0.001230941
RC,0.0012138664
RR,0.0012074305
EG,0.0011953613
AU,0.0011903277
CK,0.0011762612
EW,0.0011680578
MU,0.0011461853
BR,0.0011155985
BI,0.0010659712
PT,0.0010578213
AK,0.0010469932
PU,0.0010454021
UI,0.0010115331
RG,0.0009977345
IB,0.0009860287
TL,0.0009844918
NY,0.0009791745
KI,0.0009787843
RK,0.0009703435
YS,0.0009683226
OB,0.0009667082
MM,0.0009606901
FU,0.0009597491
PH,0.0009439002
OG,0.0009402421
MS,0.0009283317
YE,0.0009266858
UD,0.0009140149
MB,0.0009025552
IP,0.0008921121
UB,0.0008858033
OI,0.0008775075
RL,0.0008626468
GU,0.0008576951
DR,0.000854499
HR,0.0008439254
CC,0.0008313829
TW,0.0008237223
FT,0.0008166436
WN,0.000789876
NU,0.0007864445
AF,0.0007420729
HU,0.0007369276
NN,0.0007276469
EO,0.0007250046
VO,0.0007110718
RV,0.0006928331
NF,0.0006718073
XP,0.0006686383
GN,0.000656391
SM,0.0006519902
FL,0.0006490488
IZ,0.0006433975
OK,0.000643118
NL,0.0006378391
MY,0.0006218641
GL,0.0006063676
AW,0.0005991626
JU,0.0005870243
OA,0.0005748607
EQ,0.0005725196
SY,0.0005684471
SL,0.0005588068
PS,0.0005457119
JO,0.0005378967
LF,0.0005347689
NV,0.0005200715
JE,0.0005188749
NK,0.0005160546
KN,0.0005143883
GS,0.0005119317
DY,0.0005042274
HY,0.0005008909
ZE,0.0004973256
KS,0.000475089
XT,0.0004666052
BS,0.000458324
IK,0.0004291274
DD,0.0004275145
CY,0.0004171861
RP,0.0004161994
SK,0.0003946469
XI,0.0003941832
OE,0.0003863067
OY,0.0003618128
WS,0.0003508411
LV,0.0003490591
DL,0.0003234027
RF,0.0003226042
EU,0.0003115273
DG,0.0003100329
WR,0.0003076116
XA,0.0002960105
YI,0.0002881973
NM,0.0002774949
EB,0.0002707358
RB,0.0002671222
TM,0.0002647909
XC,0.0002645977
EH,0.0002632372
TC,0.0002613628
GY,0.0002593998
JA,0.0002586149
HN,0.0002575798
YP,0.0002491432
ZA,0.0002490366
GG,0.0002475473
YM,0.0002367488
SW,0.000235282
BJ,0.0002322452
LM,0.0002302092
CS,0.0002282297
II,0.000227823
IX,0.0002203199
XE,0.0002179456
OH,0.0002135437
LK,0.0001971452
DV,0.000190527
LP,0.0001903049
AX,0.0001883938
OX,0.0001857541
UF,0.0001853228
DM,0.0001817674
IU,0.0001740899
SF,0.0001716446
BT,0.0001710392
KA,0.0001695577
YT,0.000166839
EK,0.000164718
PM,0.0001595616
YA,0.0001576582
GT,0.0001540264
WL,0.0001522118
RH,0.0001511158
YL,0.0001475646
HS,0.0001468417
AH,0.0001364329
YC,0.0001350057
YN,0.0001321418
RW,0.0001275736
HM,0.0001274324
LW,0.0001263889
HL,0.0001259192
AE,0.0001239652
ZI,0.0001211745
AZ,0.0001186913
LC,0.0001182191
PY,0.0001176375
AJ,0.0001175263
IQ,0.0001130376
NJ,0.000110864
BB,0.000109331
NH,0.0001088371
UO,0.0001065674
KL,0.0001056982
LR,0.0001005127
TN,0.0001001065
GM,9.85814936909568E-05
SN,9.17495595246322E-05
NR,9.1517473621623E-05
FY,9.09807381757351E-05
MN,8.79007000842792E-05
DW,8.16240791168168E-05
SB,7.91627681886449E-05
YR,7.79158645054109E-05
DN,0.000075694
SQ,7.44394655519391E-05
ZO,7.18101848967921E-05
OJ,6.97589276024244E-05
YD,6.81802487928927E-05
LB,0.000066903
WT,6.5414324851032E-05
LG,6.08786925235505E-05
KO,6.07607968682768E-05
NP,6.0357061365722E-05
SR,5.9899480063942E-05
NQ,5.95001291281363E-05
KY,5.94970869204542E-05
LN,5.86983573859611E-05
NW,5.79700511645294E-05
TF,5.66119465980448E-05
FS,5.50952209399898E-05
CQ,5.47453911729039E-05
DH,0.000054384
SD,5.25861528837849E-05
VY,4.89722417453922E-05
DJ,4.78187439101255E-05
HW,4.77415864586325E-05
XU,4.77107256768797E-05
AO,4.62616737123756E-05
ML,4.60653782584987E-05
UK,4.60409299455149E-05
UY,0.000045673
EJ,4.54645078400032E-05
EZ,4.52324283207359E-05
HB,4.38982744900169E-05
NZ,4.36906610163499E-05
NB,4.33593809847042E-05
MC,4.31226640315768E-05
YB,4.29912117910095E-05
TP,4.29446345912766E-05
XH,4.17137338851048E-05
UX,3.93478836604972E-05
TZ,3.84895448717729E-05
BV,0.000038439
MF,3.81834469287806E-05
WD,3.53827628028047E-05
OZ,3.4722234897361E-05
YW,3.37168916541177E-05
KH,3.18518637165598E-05
GD,3.15951702616709E-05
BM,3.12905207187921E-05
MR,3.10605584739317E-05
KU,3.02567524459948E-05
UV,0.000029171
DT,2.89567711404811E-05
HD,2.85652292943179E-05
AA,2.82994070884686E-05
XX,2.8041737630369E-05
DF,2.77861205453E-05
DB,2.77303518211444E-05
JI,2.76273746161095E-05
KR,2.72172234529148E-05
XO,0.000026988
CM,2.66503046112233E-05
ZZ,2.66033915557344E-05
NX,2.6208656774649E-05
YG,0.000025926
XY,0.000025764
KG,2.5629904957985E-05
TB,2.54449452565147E-05
DC,0.000025191
BD,0.000024741
SG,2.46797892394425E-05
WY,2.42472084443233E-05
ZY,2.35748709709609E-05
AQ,2.24438116339269E-05
HF,2.24317328848901E-05
CD,2.23097275184226E-05
VU,0.000022125
KW,2.17815182691872E-05
ZU,2.15248592155742E-05
BN,2.09465191502647E-05
IH,2.09125512594535E-05
TG,1.96913176664783E-05
XV,1.95330852738609E-05
UZ,1.91064697309232E-05
BC,1.88952008556964E-05
XF,1.85746458651459E-05
YZ,0.000018122
KM,1.78919333925374E-05
DP,1.73267658240488E-05
LH,1.61874054945915E-05
WF,1.60765855079429E-05
KF,1.58740992430029E-05
PF,1.454864113275E-05
CF,1.4081226385831E-05
MT,1.36678429213055E-05
YU,1.32768479490343E-05
CP,0.000013146
PB,1.30872011623778E-05
TD,1.29588223388975E-05
ZL,1.25748548025346E-05
SV,1.24146065660765E-05
HC,1.22821602350297E-05
MG,1.22486356596303E-05
PW,1.20714644779673E-05
GF,1.20448925068347E-05
PD,1.19866727804302E-05
PN,1.18936662709858E-05
PC,1.17590888340912E-05
RX,1.17001977508271E-05
TV,1.16346360118981E-05
IJ,1.11092944813987E-05
WM,1.08992576683645E-05
UH,0.000010674
WK,1.06735218153143E-05
WB,1.06144296441794E-05
BH,1.05679067062529E-05
OQ,1.03656569944166E-05
KT,1.03317954993043E-05
RQ,9.98437559479706E-06
KB,9.01036943138502E-06
CG,8.85768060932945E-06
VR,8.76035159729357E-06
CN,8.60019166926555E-06
PK,8.19227800761735E-06
UU,7.80479657597412E-06
YF,7.53516930528205E-06
WP,7.44150881694212E-06
CZ,7.30644125052819E-06
KP,7.26777598961326E-06
DQ,7.06747615628441E-06
WU,6.95177331636376E-06
FM,6.85925126200141E-06
WC,6.74132156010406E-06
MD,6.71322068277915E-06
KD,6.70106993931945E-06
ZH,6.6613318551079E-06
GW,6.4762650486341E-06
RZ,6.38130475950669E-06
CB,6.29576510020678E-06
IW,6.24612583226131E-06
XL,5.93271495823552E-06
HP,5.9213210428469E-06
MW,5.83947721547231E-06
VS,5.76779878781709E-06
FC,5.76465727748271E-06
RJ,5.53187022681816E-06
BP,5.47131014969157E-06
MH,5.33180694659306E-06
HH,5.22417954021426E-06
YH,5.2073200777763E-06
UJ,5.15949060066808E-06
FG,5.11569103797953E-06
FD,4.95336950400344E-06
GB,4.94557424580187E-06
PG,4.73636483665227E-06
TK,4.63955858215001E-06
KK,4.53340156432916E-06
HQ,4.22935422110583E-06
FN,4.19307789828215E-06
LZ,4.17347413611882E-06
VL,4.12142145907136E-06
GP,4.11855764151095E-06
HZ,3.80541311138459E-06
DK,3.36707879152447E-06
YK,3.29563656232067E-06
QI,3.17577577848941E-06
LX,3.05442971070236E-06
VD,2.98983688193746E-06
ZS,2.97762691153874E-06
BW,2.9506609216681E-06
XQ,2.91720550347297E-06
MV,2.89840857535916E-06
UW,0.000002775
HG,2.76265227412142E-06
FB,2.74176112400213E-06
SJ,2.70310579335243E-06
WW,2.6164897642326E-06
GK,2.60275585277419E-06
UQ,2.56616743590059E-06
BG,2.5546511654583E-06
SZ,2.49712549366259E-06
JR,2.42815483654281E-06
QL,2.37933375152141E-06
ZT,2.3504047610072E-06
HK,2.33914845072241E-06
VC,2.33036548578328E-06
XM,2.32978988505256E-06
GC,2.28930419373051E-06
FW,0.000002288
PZ,2.26346209709193E-06
KC,2.24353843852742E-06
HV,2.23182639999927E-06
XW,2.23165864944744E-06
ZW,0.000002227
FP,2.22115030092548E-06
IY,2.21572163771841E-06
PV,2.20668084053576E-06
VT,2.19243658437525E-06
JP,2.17382265686344E-06
CV,2.08159886511016E-06
ZB,2.07762817762951E-06
VP,1.95415064934239E-06
ZR,1.88693410264413E-06
FH,1.8321924516347E-06
YV,1.81431726492516E-06
ZG,1.67631849700822E-06
ZM,1.67169205737039E-06
ZV,0.000001638
QS,1.577707062149E-06
KV,1.56577584848125E-06
VN,1.5313078978855E-06
ZN,1.52519014520228E-06
QA,1.52439997981224E-06
YX,1.49350905261145E-06
JN,1.47212209853558E-06
BF,1.45715860745092E-06
MK,1.40331777335831E-06
CW,1.38641504333616E-06
JM,1.29786438575911E-06
LQ,1.27069447079904E-06
JH,1.256132091499E-06
KJ,1.23105568923973E-06
JC,1.2226890861354E-06
GZ,1.2168809449358E-06
JS,1.18065108156729E-06
TX,1.18060143024116E-06
FK,1.16794388860267E-06
JL,1.13216620695422E-06
VM,1.12716419049949E-06
LJ,1.1241886574553E-06
TJ,1.12412659329764E-06
JJ,1.05684620918008E-06
CJ,1.05049722317805E-06
VG,1.04986594203161E-06
MJ,1.0367640210243E-06
JT,1.0348222995205E-06
PJ,9.968471920387E-07
WG,9.7592625112374E-07
VH,9.54397081463754E-07
BK,9.36101631743801E-07
VV,9.30100914329305E-07
JD,9.2746797543538E-07
TQ,8.92801774187465E-07
VB,8.85217179469592E-07
JF,8.58891337053633E-07
DZ,7.80484800056189E-07
XB,7.67724409242149E-07
JB,0.000000754
ZC,7.45052549776636E-07
FJ,7.32511688754533E-07
YY,7.06828121707229E-07
QN,6.59585948856594E-07
XS,6.40055245073125E-07
QR,6.18628924588683E-07
JK,6.17142222023578E-07
JV,6.09904831936249E-07
QQ,6.07242456898978E-07
XN,5.72270899995396E-07
VF,5.49823535454432E-07
PX,5.22568858587612E-07
ZD,5.01838720625904E-07
QT,4.91372575731153E-07
ZP,0.000000483
QO,4.69688423003191E-07
DX,4.59727657677923E-07
HJ,4.54795507732096E-07
GV,4.22875379471205E-07
JW,4.13494116052278E-07
QC,3.99834681583051E-07
JY,3.97288987162174E-07
GJ,3.87644926367115E-07
QB,3.84245583789223E-07
PQ,3.81268632135719E-07
JG,0.000000367
BZ,3.57267535739383E-07
MX,3.526428693632E-07
QM,3.51058992059823E-07
MZ,3.44112771534981E-07
QF,3.36167495398046E-07
WJ,3.24215711895178E-07
ZQ,3.23810344282603E-07
XR,3.21814715624721E-07
ZK,3.2150545879343E-07
CX,3.10936464723135E-07
FX,0.000000288
FV,2.86309761617628E-07
BX,2.76140106070308E-07
VW,2.63218703098692E-07
VJ,2.56899507892339E-07
MQ,2.51244221846739E-07
QV,2.25386520505669E-07
ZF,2.15766576069015E-07
QE,0.000000203
YJ,1.99078410706183E-07
GX,1.97551987080179E-07
KX,0.000000197
XG,1.92415912044912E-07
QD,1.84391193786177E-07
XJ,1.81253584627427E-07
SX,1.78663913317696E-07
VZ,1.77747846350696E-07
VX,1.59541769017767E-07
WV,0.000000138
YQ,1.36499297867967E-07
BQ,1.22889160072536E-07
GQ,1.2257635671795E-07
VK,1.19711120548227E-07
ZJ,1.09597854721291E-07
XK,9.97477409228154E-08
QP,9.65292710329483E-08
HX,9.36271510209614E-08
FZ,9.35785636518251E-08
QH,9.34540806841839E-08
QJ,0.000000084
JZ,7.82629028040116E-08
VQ,7.54898762399488E-08
KQ,6.64058114731109E-08
XD,5.96748649122529E-08
QW,5.79118881824976E-08
JX,5.73650142904673E-08
QX,5.65688198108253E-08
KZ,5.34673851896807E-08
WX,5.34237629531569E-08
FQ,0.000000053
XZ,4.84174906704723E-08
ZX,3.8381893703688E-08
